question,choices,pct_voters,Trump,Biden,state,q_id,abbrev,votes,lat,lon
"Thinking about the criminal justice system in the United States, would you say it:",Needs a complete overhaul or major changes,0.67,26,71,washington,13,WA,12,47.3826,-120.4472
"Thinking about the criminal justice system in the United States, would you say it:",Needs minor changes or no changes,0.32,66,32,washington,13,WA,12,47.3826,-120.4472
"In general, how concerned are you about the effects of climate change?",Very or somewhat concerned,0.77,22,76,washington,14,WA,12,47.3826,-120.4472
"In general, how concerned are you about the effects of climate change?",Not too or not at all concerned,0.23,92,5,washington,14,WA,12,47.3826,-120.4472
Should gun laws in the U.S. be made:,More strict,0.57,14,85,washington,15,WA,12,47.3826,-120.4472
Should gun laws in the U.S. be made:,Less strict,0.14,,,washington,15,WA,12,47.3826,-120.4472
Should gun laws in the U.S. be made:,Kept as they are,0.29,61,33,washington,15,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,18-29 men,0.06,35,60,washington,16,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,18-29 women,0.06,20,76,washington,16,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,30-44 men,0.11,43,54,washington,16,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,30-44 women,0.12,34,62,washington,16,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,45-64 men,0.18,41,56,washington,16,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,45-64 women,0.18,38,60,washington,16,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,65+ men,0.13,50,47,washington,16,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,65+ women,0.15,39,61,washington,16,WA,12,47.3826,-120.4472
How old are you? And what is your gender?,All others,0.01,,,washington,16,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage?,White,0.83,40,57,washington,17,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage?,African-American or Black,0.03,,,washington,17,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage?,Latino or Hispanic,0.05,24,71,washington,17,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage?,Other,0.1,40,57,washington,17,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage?,White,0.83,40,57,washington,18,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage?,Nonwhite,0.17,32,64,washington,18,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And what is your gender?,White men,0.4,45,52,washington,19,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And what is your gender?,White women,0.42,36,62,washington,19,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.08,33,63,washington,19,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.09,32,66,washington,19,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And what is your gender?,All others,0.01,,,washington,19,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And how old are you?,White 18-44,0.27,35,62,washington,20,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And how old are you?,White 45+,0.55,43,55,washington,20,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.08,29,65,washington,20,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.09,34,64,washington,20,WA,12,47.3826,-120.4472
Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.19,,,washington,5,WA,12,47.3826,-120.4472
Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.81,32,66,washington,5,WA,12,47.3826,-120.4472
"How often, if at all, do you attend religious services?",At least monthly,0.31,59,36,washington,21,WA,12,47.3826,-120.4472
"How often, if at all, do you attend religious services?",Less often,0.69,30,69,washington,21,WA,12,47.3826,-120.4472
Marital Status,Married,0.59,45,54,washington,22,WA,12,47.3826,-120.4472
Marital Status,Not married,0.41,32,65,washington,22,WA,12,47.3826,-120.4472
Are you married? What is your gender?,Married men,0.31,53,45,washington,23,WA,12,47.3826,-120.4472
Are you married? What is your gender?,Married women,0.29,36,62,washington,23,WA,12,47.3826,-120.4472
Are you married? What is your gender?,Not married men,0.19,36,60,washington,23,WA,12,47.3826,-120.4472
Are you married? What is your gender?,Not married women,0.22,29,67,washington,23,WA,12,47.3826,-120.4472
What is your gender and level of education?,Noncollege graduate men,0.26,47,50,washington,24,WA,12,47.3826,-120.4472
What is your gender and level of education?,College graduate men,0.22,38,58,washington,24,WA,12,47.3826,-120.4472
What is your gender and level of education?,Noncollege graduate women,0.3,41,57,washington,24,WA,12,47.3826,-120.4472
What is your gender and level of education?,College graduate women,0.21,27,71,washington,24,WA,12,47.3826,-120.4472
What is your gender and level of education?,All others,0.01,,,washington,24,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage and level of education?,White noncollege,0.47,45,53,washington,25,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage and level of education?,White college,0.36,34,64,washington,25,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.1,35,61,washington,25,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage and level of education?,Nonwhite college,0.08,28,68,washington,25,WA,12,47.3826,-120.4472
What is your age and education level?,Noncollege 18-44,0.2,36,59,washington,26,WA,12,47.3826,-120.4472
What is your age and education level?,College 18-44,0.16,30,66,washington,26,WA,12,47.3826,-120.4472
What is your age and education level?,College 45+,0.37,47,51,washington,26,WA,12,47.3826,-120.4472
What is your age and education level?,Noncollege 45+,0.28,34,64,washington,26,WA,12,47.3826,-120.4472
Which of the following best describes the area where you live?,Urban,0.22,25,74,washington,27,WA,12,47.3826,-120.4472
Which of the following best describes the area where you live?,Suburban,0.45,38,59,washington,27,WA,12,47.3826,-120.4472
Which of the following best describes the area where you live?,Small town or rural,0.33,50,47,washington,27,WA,12,47.3826,-120.4472
What is your gender? And the size of the place where you live?,Urban men,0.12,26,73,washington,28,WA,12,47.3826,-120.4472
What is your gender? And the size of the place where you live?,Suburban men,0.21,44,52,washington,28,WA,12,47.3826,-120.4472
What is your gender? And the size of the place where you live?,Small town/Rural men,0.15,56,41,washington,28,WA,12,47.3826,-120.4472
What is your gender? And the size of the place where you live?,Urban women,0.1,24,74,washington,28,WA,12,47.3826,-120.4472
What is your gender? And the size of the place where you live?,Suburban women,0.24,32,66,washington,28,WA,12,47.3826,-120.4472
What is your gender? And the size of the place where you live?,Small town or rural women,0.17,47,52,washington,28,WA,12,47.3826,-120.4472
What is your gender? And the size of the place where you live?,All others,0.01,,,washington,28,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And the size of the place where you live?,White urban,0.18,28,71,washington,29,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And the size of the place where you live?,White suburban,0.37,39,59,washington,29,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And the size of the place where you live?,White small town or rural,0.28,50,48,washington,29,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite urban,0.04,14,84,washington,29,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite suburban,0.08,30,65,washington,29,WA,12,47.3826,-120.4472
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.05,53,45,washington,29,WA,12,47.3826,-120.4472
What describes the area where you live? And what is your level of education?,Urban college,0.11,24,75,washington,30,WA,12,47.3826,-120.4472
What describes the area where you live? And what is your level of education?,Suburban college,0.21,33,64,washington,30,WA,12,47.3826,-120.4472
What describes the area where you live? And what is your level of education?,Small town or rural college,0.11,42,55,washington,30,WA,12,47.3826,-120.4472
What describes the area where you live? And what is your level of education?,Urban noncollege,0.11,26,73,washington,30,WA,12,47.3826,-120.4472
What describes the area where you live? And what is your level of education?,Suburban noncollege,0.24,41,56,washington,30,WA,12,47.3826,-120.4472
What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.22,54,44,washington,30,WA,12,47.3826,-120.4472
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.39,54,43,washington,31,WA,12,47.3826,-120.4472
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No gun in household,0.61,28,70,washington,31,WA,12,47.3826,-120.4472
"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.27,48,51,washington,32,WA,12,47.3826,-120.4472
"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.73,35,62,washington,32,WA,12,47.3826,-120.4472
How serious a problem is racism in U.S. society?,Very serious,0.47,13,84,washington,11,WA,12,47.3826,-120.4472
How serious a problem is racism in U.S. society?,Less serious,0.53,62,36,washington,11,WA,12,47.3826,-120.4472
How serious a problem is racism in policing?,Very serious,0.45,11,87,washington,12,WA,12,47.3826,-120.4472
How serious a problem is racism in policing?,Less serious,0.53,63,34,washington,12,WA,12,47.3826,-120.4472
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.36,12,84,washington,34,WA,12,47.3826,-120.4472
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.26,67,32,washington,34,WA,12,47.3826,-120.4472
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.38,47,51,washington,34,WA,12,47.3826,-120.4472
Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.22,80,16,washington,35,WA,12,47.3826,-120.4472
Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.78,29,68,washington,35,WA,12,47.3826,-120.4472
"Do you describe yourself as a man, a woman, or in some other way?",Men,0.5,68,30,west-virginia,1,WV,5,38.6409,-80.6227
"Do you describe yourself as a man, a woman, or in some other way?",Women,0.49,69,29,west-virginia,1,WV,5,38.6409,-80.6227
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0,,,west-virginia,1,WV,5,38.6409,-80.6227
What is your age?,18-29,0.1,,,west-virginia,2,WV,5,38.6409,-80.6227
What is your age?,30-44,0.23,69,27,west-virginia,2,WV,5,38.6409,-80.6227
What is your age?,45-64,0.36,69,30,west-virginia,2,WV,5,38.6409,-80.6227
What is your age?,65+,0.31,69,30,west-virginia,2,WV,5,38.6409,-80.6227
Which best describes your level of education?,High school or less,0.38,80,19,west-virginia,3,WV,5,38.6409,-80.6227
Which best describes your level of education?,"Some college, or associate degree",0.31,68,30,west-virginia,3,WV,5,38.6409,-80.6227
Which best describes your level of education?,College graduate,0.19,56,37,west-virginia,3,WV,5,38.6409,-80.6227
Which best describes your level of education?,Postgraduate study,0.12,,,west-virginia,3,WV,5,38.6409,-80.6227
"What is your present religion, if any?",Protestant,0.41,76,23,west-virginia,4,WV,5,38.6409,-80.6227
"What is your present religion, if any?",Catholic,0.11,,,west-virginia,4,WV,5,38.6409,-80.6227
"What is your present religion, if any?",Mormon,0,,,west-virginia,4,WV,5,38.6409,-80.6227
"What is your present religion, if any?",Other Christian,0.2,74,24,west-virginia,4,WV,5,38.6409,-80.6227
"What is your present religion, if any?",Jewish,0.01,,,west-virginia,4,WV,5,38.6409,-80.6227
"What is your present religion, if any?",Muslim,0.01,,,west-virginia,4,WV,5,38.6409,-80.6227
"What is your present religion, if any?",Something else,0.09,,,west-virginia,4,WV,5,38.6409,-80.6227
"What is your present religion, if any?",None,0.16,43,51,west-virginia,4,WV,5,38.6409,-80.6227
What was your total household income in 2019?,"Under $25,000",0.18,70,28,west-virginia,6,WV,5,38.6409,-80.6227
What was your total household income in 2019?,"$25,000-$49,999",0.29,70,28,west-virginia,6,WV,5,38.6409,-80.6227
What was your total household income in 2019?,"$50,000-$74,999",0.23,71,29,west-virginia,6,WV,5,38.6409,-80.6227
What was your total household income in 2019?,"$75,000-$99,999",0.14,,,west-virginia,6,WV,5,38.6409,-80.6227
What was your total household income in 2019?,"$100,000 or more",0.15,,,west-virginia,6,WV,5,38.6409,-80.6227
When did you vote?,Election Day,0.4,80,18,west-virginia,7,WV,5,38.6409,-80.6227
When did you vote?,Early or absentee,0.6,61,37,west-virginia,7,WV,5,38.6409,-80.6227
Do you have a close friend or family member who has died from the coronavirus?,Yes,0.11,,,west-virginia,8,WV,5,38.6409,-80.6227
Do you have a close friend or family member who has died from the coronavirus?,No,0.89,72,27,west-virginia,8,WV,5,38.6409,-80.6227
Do you think the condition of the nation’s economy is:,Excellent or good,0.53,90,9,west-virginia,9,WV,5,38.6409,-80.6227
Do you think the condition of the nation’s economy is:,Not so good or poor,0.47,44,53,west-virginia,9,WV,5,38.6409,-80.6227
Do you think the coronavirus in the United States is:,At least somewhat under control,0.59,91,7,west-virginia,10,WV,5,38.6409,-80.6227
Do you think the coronavirus in the United States is:,Not at all under control,0.41,35,61,west-virginia,10,WV,5,38.6409,-80.6227
