q_id,question,choices,pct_voters,Trump,Biden,state
195,"Would you say Donald Trump is too tolerant of extremist groups, or not?",No,0.45,86,13,wisconsin
196,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Joe Biden is elected president?",Major problem,0.46,91,7,wisconsin
196,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Joe Biden is elected president?",Minor problem,0.28,19,80,wisconsin
196,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Joe Biden is elected president?",Not a problem,0.25,6,93,wisconsin
197,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Joe Biden is elected president?",A problem,0.74,63,35,wisconsin
197,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Joe Biden is elected president?",Not a problem,0.25,6,93,wisconsin
198,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Donald Trump is re-elected president?",Major problem,0.49,5,93,wisconsin
198,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Donald Trump is re-elected president?",Minor problem,0.21,82,16,wisconsin
198,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Donald Trump is re-elected president?",Not a problem,0.3,96,3,wisconsin
199,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Donald Trump is re-elected president?",A problem,0.7,29,70,wisconsin
199,"Do you think corruption in the U.S. government would be a major problem, a minor problem or not a problem if Donald Trump is re-elected president?",Not a problem,0.3,96,3,wisconsin
1,"Do you describe yourself as a man, a woman, or in some other way?",Men,0.55,,,wyoming
1,"Do you describe yourself as a man, a woman, or in some other way?",Women,0.44,,,wyoming
1,"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0.02,,,wyoming
2,What is your age?,18-29,0.12,,,wyoming
2,What is your age?,30-44,0.16,,,wyoming
2,What is your age?,45-64,0.42,,,wyoming
2,What is your age?,65+,0.3,,,wyoming
3,Which best describes your level of education?,High school or less,0.2,,,wyoming
3,Which best describes your level of education?,"Some college, or associate degree",0.45,,,wyoming
3,Which best describes your level of education?,College graduate,0.21,,,wyoming
3,Which best describes your level of education?,Postgraduate study,0.14,,,wyoming
4,"What is your present religion, if any?",Protestant,0.32,,,wyoming
4,"What is your present religion, if any?",Catholic,0.07,,,wyoming
4,"What is your present religion, if any?",Mormon,0.05,,,wyoming
4,"What is your present religion, if any?",Other Christian,0.24,,,wyoming
4,"What is your present religion, if any?",Jewish,0.01,,,wyoming
4,"What is your present religion, if any?",Muslim,0.01,,,wyoming
4,"What is your present religion, if any?",Something else,0.07,,,wyoming
4,"What is your present religion, if any?",None,0.24,,,wyoming
5,"Do you consider yourself to be gay, lesbian, bisexual or transgender?",Yes,0.02,,,wyoming
5,"Do you consider yourself to be gay, lesbian, bisexual or transgender?",No,0.98,,,wyoming
6,Are you:,Single or never married,0.23,,,wyoming
6,Are you:,Married,0.51,,,wyoming
6,Are you:,Separated,0,,,wyoming
6,Are you:,Divorced,0.23,,,wyoming
6,Are you:,Widowed,0.03,,,wyoming
7,Are you the parent or guardian of any children under the age of 18?,Yes,0.23,,,wyoming
7,Are you the parent or guardian of any children under the age of 18?,No,0.77,63,34,wyoming
8,What was your total household income in 2019?,"Under $25,000",0.13,,,wyoming
8,What was your total household income in 2019?,"$25,000-$49,999",0.27,,,wyoming
8,What was your total household income in 2019?,"$50,000-$74,999",0.22,,,wyoming
8,What was your total household income in 2019?,"$75,000-$99,999",0.11,,,wyoming
8,What was your total household income in 2019?,"$100,000 or more",0.26,,,wyoming
9,"Have you, or has any member of your household, ever served in the U.S. military?","Veteran, self",0.23,,,wyoming
9,"Have you, or has any member of your household, ever served in the U.S. military?",Veteran in household,0.18,,,wyoming
9,"Have you, or has any member of your household, ever served in the U.S. military?",No,0.59,,,wyoming
10,Which of the following best describes the area where you live?,Urban,0.09,,,wyoming
10,Which of the following best describes the area where you live?,Suburban,0.16,,,wyoming
10,Which of the following best describes the area where you live?,Small town,0.4,,,wyoming
10,Which of the following best describes the area where you live?,Rural,0.35,,,wyoming
11,When did you vote?,Election Day,0.41,,,wyoming
11,When did you vote?,Early or absentee,0.59,,,wyoming
12,Which type of vote did you cast?,Election Day,0.41,,,wyoming
12,Which type of vote did you cast?,Early in-person,0.34,,,wyoming
12,Which type of vote did you cast?,Mail,0.25,,,wyoming
12,Which type of vote did you cast?,First time voting,0.01,,,wyoming
13,"Is this election your first time ever voting, or not?",Not,0.99,69,28,wyoming
14,"Do you consider yourself a Democrat, a Republican, or do you not consider yourself either? Do you lean toward either party?",Democrat or lean Democrat,0.22,,,wyoming
14,"Do you consider yourself a Democrat, a Republican, or do you not consider yourself either? Do you lean toward either party?",Republican or lean Republican,0.73,,,wyoming
14,"Do you consider yourself a Democrat, a Republican, or do you not consider yourself either? Do you lean toward either party?",Independent,0.04,,,wyoming
15,"Do you consider yourself to be a liberal, moderate, or conservative?",Very liberal,0.06,,,wyoming
15,"Do you consider yourself to be a liberal, moderate, or conservative?",Somewhat liberal,0.12,,,wyoming
15,"Do you consider yourself to be a liberal, moderate, or conservative?",Moderate,0.18,,,wyoming
15,"Do you consider yourself to be a liberal, moderate, or conservative?",Somewhat conservative,0.25,,,wyoming
15,"Do you consider yourself to be a liberal, moderate, or conservative?",Very conservative,0.4,,,wyoming
16,"Did you vote in the 2016 presidential election for Hillary Clinton, Donald Trump, or someone else?",Hillary Clinton,0.18,,,wyoming
16,"Did you vote in the 2016 presidential election for Hillary Clinton, Donald Trump, or someone else?",Donald Trump,0.61,,,wyoming
16,"Did you vote in the 2016 presidential election for Hillary Clinton, Donald Trump, or someone else?",Someone else,0.11,,,wyoming
16,"Did you vote in the 2016 presidential election for Hillary Clinton, Donald Trump, or someone else?",Did not vote,0.1,,,wyoming
17,Have you or someone in your household lost a job or income because of the coronavirus pandemic?,Yes,0.28,,,wyoming
17,Have you or someone in your household lost a job or income because of the coronavirus pandemic?,No,0.72,,,wyoming
18,"Have you missed out on a major event, like a wedding or funeral, because of the coronavirus pandemic?",Yes,0.41,,,wyoming
18,"Have you missed out on a major event, like a wedding or funeral, because of the coronavirus pandemic?",No,0.59,,,wyoming
19,Do you have a close friend or family member who has died from the coronavirus?,Yes,0.25,,,wyoming
19,Do you have a close friend or family member who has died from the coronavirus?,No,0.75,,,wyoming
20,Which best describes when you decided how you would vote?,I have known all along,0.97,,,wyoming
20,Which best describes when you decided how you would vote?,I decided over the course of the campaign,0.03,,,wyoming
